show_id,content_types,title,director,cast,country,date_added,release_year,rating,duration,genres,description
s716,TV Show,Elite Short Stories: Nadia Guzmán,Unknown,"Mina El Hammani, Miguel Bernardeau, Omar Ayuso",Unknown,"June 15, 2021",2021,Tv-Ma,1,"International Tv Shows, Romantic Tv Shows, Spanish-Language Tv Shows","Nadia Feels Conflicted About Whether Or Not To See Her Long Distance Boyfriend, Guzmán, When She Returns To Spain For Her Sister'S Wedding."
s717,Movie,Fta,Francine Parker,"Jane Fonda, Donald Sutherland, Pamela Donegan, Len Chandler, Michael Alaimo, Holly Near, Paul Mooney, Rita Martinson",USA,"June 15, 2021",1972,Tv-Ma,104,Documentaries,"The Restored Documentary Captures The Pacific Leg Of The 1971 Anti-Vietnam War ""Free The Army"" Comedy Tour And Experiences On Both Sides Of The Stage."
s718,Movie,Headspace: Unwind Your Mind,Unknown,"Andy Puddicombe, Evelyn Lewis Prieto, Ginger Daniels, Darren Pettie, Simon Prebble, Rhiannon Mcgavin, Kate Seftel",Unknown,"June 15, 2021",2021,Tv-G,273,Documentaries,"Do You Want To Relax, Meditate Or Sleep Deeply? Personalize The Experience According To Your Mood Or Mindset With This Headspace Interactive Special."
s719,Movie,Life Of Crime,Daniel Schechter,"Jennifer Aniston, Mos Def, Isla Fisher, Will Forte, Mark Boone Junior, Tim Robbins, John Hawkes, Clea Lewis, Charlie Tahan, Kevin Corrigan",USA,"June 15, 2021",2013,R,101,"Comedies, Independent Movies","After Two Small-Time Crooks Kidnap And Ransom A Rich Businessman'S Wife, They Discover A Flaw In Their Plan: Her Cheating Husband Doesn'T Want Her Back."
s720,TV Show,Power Rangers Dino Fury,Unknown,"Russell Curry, Hunter Deno, Kai Moya, Tessa Rao, Chance Perez, Shavaughn Ruakere, Blair Strang",USA,"June 15, 2021",2021,Tv-G,1,Kids' Tv,"With The Prehistoric Force Of The Dinosaurs, A New Crew Of Power Rangers Must Deal With A Menacing Army Of Alien Creatures Attacking Earth."
s721,TV Show,Rhyme Time Town,Unknown,"Luke Amis, Annabelle Westenholz-Smith, Maddie Evans, Jude Muir",Unknown,"June 15, 2021",2021,Tv-Y,2,Kids' Tv,Fun-Loving Friends Daisy And Cole Use Music And Imagination To Solve Problems In A Town Filled With Nursery Rhyme Characters.
s722,Movie,Rogue Warfare: Death Of A Nation,Mike Gunther,"Will Yun Lee, Jermaine Love, Rory Markham, Bertrand-Xavier Corbi, Katie Keene, Fernando Chien, Gina Decesare, Michael Blalock, Stephen Lang, Chris Mulkey",USA,"June 15, 2021",2020,R,99,Action & Adventure,"As Their Leader Recovers From Trauma, A Global Team Of Elite Soldiers Must Regroup And Stop The Deadly Plans Of An Extremist Mastermind Within 36 Hours."
s723,Movie,Sir! No Sir!,David Zeiger,Troy Garity,USA,"June 15, 2021",2005,Tv-Ma,84,Documentaries,This Documentary Chronicles The Largely Forgotten Antiwar Activities Of American Gis And Other Members Of The Military During The Vietnam Era.
s724,TV Show,The American Bible Challenge,Michael Simon,Jeff Foxworthy,USA,"June 15, 2021",2014,Tv-G,1,Reality Tv,"Join Host Jeff Foxworthy As Contestants Test Their Knowledge Of All Things Biblical, Competing To Win Money For The Charities Of Their Choice."
s725,Movie,The Reason I Jump,Jerry Rothwell,Unknown,"United States, United Kingdom","June 15, 2021",2021,Tv-14,82,Documentaries,The Diverse Experiences And Emotions Of Five Young People With Autism Fuel This Illuminating Documentary Based On Naoki Higashida'S Bestselling Memoir.
s726,TV Show,Elite Short Stories: Guzmán Caye Rebe,Unknown,"Miguel Bernardeau, Claudia Salas, Georgina Amorós",Unknown,"June 14, 2021",2021,Tv-Ma,1,"International Tv Shows, Spanish-Language Tv Shows, Tv Dramas","Rebe Hosts An Intimate House Warming Party For Her Friends, But The Situation Takes A Dramatic Turn With The Help Of Drugs And Unexpected Visitors."
s727,TV Show,Metallica: Some Kind Of Monster,"Joe Berlinger, Bruce Sinofsky","James Hetfield, Lars Ulrich, Kirk Hammett, Robert Trujillo",USA,"June 13, 2021",2014,Tv-Ma,1,Tv Shows,"This Collection Includes The Acclaimed Rock Documentary About Metallica, Plus A Film Checking In With The Still-Thriving Group 10 Years Later."
s728,Movie,Picture A Scientist,"Ian Cheney, Sharon Shattuck",Unknown,USA,"June 13, 2021",2020,Tv-Ma,97,Documentaries,"In This Documentary, Leading Women Scientists Discuss The Inequalities They'Ve Faced As They Set Out To Create A New Formula To Make Stem Open To All."
s729,Movie,The Devil Below,Bradley Parker,"Alicia Sanz, Will Patton, Jonathan Sadowski, Adan Canto, Zach Avery, Chinaza Uche, Jesse Latourette",USA,"June 13, 2021",2021,Tv-Ma,89,Horror Movies,"When A Team Of Researchers Tries To Find Out What Started A Fire In A Coal Mine, They Quickly Discover That The Disaster Is Anything But Natural."
s730,Movie,Bling Empire - The Afterparty,Unknown,"David Spade, London Hughes, Fortune Feimster",Unknown,"June 12, 2021",2021,Tv-Ma,36,Movies,"The Stars Of ""Bling Empire"" Discuss The Show'S Success And Play Bling-Themed Games, Then Comic Joel Kim Booster Makes His Case For Joining The Cast."
s731,Movie,Cobra Kai - The Afterparty,Unknown,"David Spade, London Hughes, Fortune Feimster",Unknown,"June 12, 2021",2021,Tv-Ma,34,Movies,"Ralph Macchio, William Zabka And More From The ""Cobra Kai"" Cast Drop By To Chat Season 3 (Spoilers Ahead!), Followed By Bill Burr Of ""F Is For Family."""
s732,TV Show,Love (Ft. Marriage And Divorce),Unknown,"Sung Hoon, Lee Tae-Gon, Park Joo-Mi, Lee Ga-Ryoung, Lee Min-Young, Jeon No-Min, Jeon Soo-Kyeong, Lim Hye-Young, Song Ji-In, Moon Sung-Ho, Roh Joo-Hyun, Kim Ameliia, Kim Eung-Soo, Lee Jong-Nam, Lee Hyo-Chun, Jun Hye-Won, Lim Han-Bin, Park Seo-Kyung, Shin Su-Ho, Yun Seo-Hyun",South Korea,"June 12, 2021",2021,Tv-14,2,"International Tv Shows, Tv Dramas","Everything Comes Unraveling For Three Successful Women Who Work On A Radio Show As Twists, Turns And Troubles Plague Their Seemingly Happy Marriages."
s733,Movie,To All The Boys: Always And Forever - The Afterparty,Unknown,"Cast Members Of The ""To All The Boys"" Films Dish About The Third Movie And Answer Some Fan Questions, Plus Whitney Cummings Gives Suspect Dating Advice.",Unknown,"June 12, 2021",2021,Tv-Ma,36,Movies,"Cast Members Of The ""To All The Boys"" Films Dish About The Third Movie And Answer Some Fan Questions, Plus Whitney Cummings Gives Suspect Dating Advice."
s734,TV Show,Lego Friends: The Power Of Friendship,Unknown,"Erica Mendez, Marianne Miller, Rachelle Heger, Millie O'Conner, Alexa Kahn, Doug Stone, Chris Smith, Bryce Papenbrook, Heather Downey, Chris Hackney, Ben Pronsky",Denmark,"June 11, 2021",2016,Tv-Y7,2,Kids' Tv,"Five Best Friends Face Adventures Side By Side In Their Hometown. Zany Antics, Love And Missteps Are Better With Friends!"
s735,TV Show,Lupin,Unknown,"Omar Sy, Ludivine Sagnier, Clotilde Hesme, Nicole Garcia, Hervé Pierre, Soufiane Guerrab, Antoine Gouy, Fargass Assandé, Vincent Londez, Shirine Boutella","France, United States","June 11, 2021",2021,Tv-Ma,2,"Crime Tv Shows, International Tv Shows, Tv Action & Adventure","Inspired By The Adventures Of Arsène Lupin, Gentleman Thief Assane Diop Sets Out To Avenge His Father For An Injustice Inflicted By A Wealthy Family."
s736,Movie,Sarbath,Prabhakaran,"Kathir, Soori, Rahasya Gorak, Ashvatt",India,"June 11, 2021",2021,Tv-Pg,113,"Comedies, Dramas, International Movies","When A City Man Returns To His Native Village For His Brother’S Wedding, Several Unforeseen Snags Make His Visit More Eventful Than Anticipated."
s737,Movie,Skater Girl,Manjari Makijany,"Rachel Saanchita Gupta, Amy Maghera, Shafin Patel, Ambrish Saxena, Swati Das, Jonathan Readwin, Ankit Yadav, Anurag Arora, Vinayak Gupta, Vivek Yadav, Waheeda Rehman","United States, India","June 11, 2021",2021,Pg,110,"Children & Family Movies, Dramas, International Movies","When A Teen In Rural India Discovers A Life-Changing Passion For Skateboarding, She Faces A Rough Road As She Follows Her Dream To Compete."
s738,TV Show,Trese,Jay Oliva,"Shay Mitchell, Liza Soberano, Jon Jon Briones, Darren Criss, Manny Jacinto, Dante Basco, Nicole Scherzinger, Lou Diamond Phillips, Steve Blum","Philippines, Singapore, Indonesia","June 11, 2021",2021,Tv-Ma,1,"Anime Series, Crime Tv Shows, Tv Horror","In Manila, Where Dark Supernatural Forces Pervade The Criminal Underworld, It’S Up To Alexandra Trese To Keep The Peace — But There’S A Storm Brewing."
s739,Movie,Trese After Dark,Unknown,Unknown,Unknown,"June 11, 2021",2021,Tv-14,36,"Anime Features, Documentaries","Stars And Creators Gather To Discuss “Trese,” From Its Filipino Folklore Inspirations To The Comic’S Beginnings And Its Journey To An Anime Series."
s740,Movie,Wish Dragon,Chris Appelhans,"Jimmy Wong, John Cho, Constance Wu, Will Yun Lee, Bobby Lee, Jimmy O. Yang, Ian Chen","China, United States, Canada","June 11, 2021",2021,Pg,102,"Children & Family Movies, Comedies",Determined Teen Din Is Longing To Reconnect With His Childhood Best Friend When He Meets A Wish-Granting Dragon Who Shows Him The Magic Of Possibilities.
s741,Movie,A Haunted House 2,Michael Tiddes,"Marlon Wayans, Jaime Pressly, Essence Atkins, Affion Crockett, Hayes Macarthur, Rick Overton, Ashley Rickards, Cedric The Entertainer, Dave Sheridan, Missi Pyle, Gabriel Iglesias, Steele Stebbins",USA,"June 10, 2021",2014,R,86,"Comedies, Horror Movies","Grieving After A Tragedy, Malcolm Tries To Start Fresh With His New Girlfriend And Her Kids — But Supernatural Shenanigans Find Their Way Back To Him."
s742,Movie,Blind Intersections,Lara Saba,"Alaa Hammoud, Ghida Nouri, Carole Hajj, Chadi Haddad, Leila Hakim, Charbel Ziade, Nibal Arakji, Caroline Hatem, Josyane Boulos, Mario Bassil","Lebanon, United Arab Emirates","June 10, 2021",2012,Tv-Ma,91,"Dramas, International Movies",This Film Follows The Societal Challenges Three Strangers In Beirut Go Through As Unexpected Events Link Their Fates.
s743,Movie,Camellia Sisters,"Bao Nhan, Namcito","Le Khanh, Kaity Nguyen, Hong Van, Khuong Le, Hoang Dung, Anh Dung, Si Nguyen, Huyng Kien An",Vietnam,"June 10, 2021",2021,Tv-Ma,117,"Dramas, International Movies",Tensions Rise And Untold Secrets Surface For Three Royal Sisters When A Family Treasure Is Stolen The Night Before An Antique Auction.
s744,Movie,Copenhagen,Mark Raso,"Gethin Anthony, Frederikke Dahl Hansen, Sebastian Armesto, Olivia Grant, Baard Owe, Mille Dinesen, Martin Hestbæk, Tamzin Merchant","Canada, United States, Denmark","June 10, 2021",2014,Tv-Ma,99,"Dramas, Independent Movies, Romantic Movies","Philandering His Way Across Europe To Find The Grandfather He'S Never Met, William Unexpectedly Befriends A 14-Year-Old Who Changes How He Sees Women."
s745,TV Show,Locombianos,Unknown,"Freddy Beltrán, Pamela Ospina, Diego Camargo, Catalina Guzmán",Colombia,"June 10, 2021",2021,Tv-Ma,1,"International Tv Shows, Spanish-Language Tv Shows, Stand-Up Comedy & Talk Shows",Four Of Colombia'S Funniest And Bawdiest Comedians Perform Before A Post-Quarantine Audience Hungry For Their Stories.
s746,Movie,Until Midnight,Tariq Alkazim,"Ahmad Khamis Ali, Chuka Ekweogwu, Heba Al Hamwi, Rik Aby, Merouane Ali, Khalid Al Suwaidi, Saeed Arjumand",United Arab Emirates,"June 10, 2021",2019,Tv-14,77,"International Movies, Thrillers","After Returning Home From A Work Trip, A Newlywed Must Fight Off A Masked Intruder Before His Wife Returns At Midnight."
s747,Movie,Awake,Mark Raso,"Gina Rodriguez, Ariana Greenblatt, Frances Fisher, Jennifer Jason Leigh, Barry Pepper, Shamier Anderson, Finn Jones, Lucius Hoyos, Gil Bellows",USA,"June 9, 2021",2021,Tv-Ma,97,"Dramas, Thrillers","After A Global Event Wipes Out Humanity'S Ability To Sleep, A Troubled Ex-Soldier Fights To Save Her Family As Society And Her Mind Spiral Into Chaos."
s748,Movie,Confusion Na Wa,Kenneth Gyang,"Ramsey Nouah, Oc Ukeje, Ali Nuhu, Tunde Aladese, Gold Ikponmwosa, Tony Goodman, Nathaniel Deme, Yanchat Sankey, Lisa Pam Tok, Toyin Alabi",Nigeria,"June 9, 2021",2013,Tv-Ma,106,"Comedies, Dramas, International Movies",A Misplaced Cell Phone'S Incriminating Content Becomes A Prime Blackmail Opportunity For A Pair Of Petty Thieves Who Soon Regret Their Greedy Scheme.
s749,TV Show,"Fresh, Fried & Crispy",Unknown,Unknown,USA,"June 9, 2021",2021,Tv-Pg,1,Reality Tv,"Passionate About Food And Ready For Fun, Critic Daym Drops Drops In On America'S Smokin' Hot Spots For The Best, Freshest Takes On Fried Food."
s750,TV Show,L.A.’S Finest,Unknown,"Jessica Alba, Gabrielle Union",USA,"June 9, 2021",2021,Tv-Ma,2,"Crime Tv Shows, Tv Action & Adventure, Tv Comedies","In This Spinoff Of The ""Bad Boys"" Franchise, Two Police Detectives Team Up While Trying To Keep Their Stormy Pasts — And Differences — From Interfering."
s751,Movie,Tragic Jungle,Yulene Olaizola,"Indira Andrewin, Gilberto Barraza, Gabino Rodríguez, Eligio Meléndez, Mariano Tun Xool, Dale Carley, José Alfredo González Dzul, Eliseo Mancilla De La Cruz","Mexico, France, Colombia","June 9, 2021",2021,Tv-Ma,97,"Dramas, Independent Movies, International Movies","To Escape An Arranged Marriage, A Woman Flees Into The Depths Of The Mayan Jungle, Where Untamed Nature Merges The Human And The Supernatural."
s752,TV Show,Guru Aur Bhole,Unknown,Amit Kumar,Unknown,"June 8, 2021",2018,Tv-Y7,2,"Kids' Tv, Tv Comedies",A Singer And A Dancer Who Are Best Friends Use Their Artistic Abilities To Get Out Of One Hilariously Sticky Situation After Another.
s753,Movie,Vampire Academy,Mark Waters,"Zoey Deutch, Lucy Fry, Danila Kozlovsky, Gabriel Byrne, Dominic Sherwood, Sarah Hyland, Sami Gayle","United States, United Kingdom","June 7, 2021",2014,Pg-13,104,"Action & Adventure, Comedies, Sci-Fi & Fantasy","A Half-Human, Half-Vampire Teen Must Prepare For Class And Her Destiny As The Protector Of Mortal Vampires Against Their Vicious Immortal Counterparts."
s754,TV Show,"Newly Rich, Newly Poor",Unknown,"Martín Karpan, Carolina Acevedo, Jhon Álex Toro, María Cecilia Botero, Andrés Toro, Andrea Noceti, Diana Neira, Hugo Gómez, Isabel Cristina Estrada, Mauricio Vélez",Colombia,"June 6, 2021",2007,Tv-Ma,1,"International Tv Shows, Romantic Tv Shows, Spanish-Language Tv Shows","After Learning They Were Switched At Birth, Wealthy Andrés And Working-Class Brayan Must Adjust To The Families And Lifestyles They Were Meant To Have."
s755,Movie,A Private War,Matthew Heineman,"Rosamund Pike, Jamie Dornan, Tom Hollander, Stanley Tucci, Nikki Amuka-Bird, Faye Marsay, Greg Wise, Corey Johnson, Raad Rawi, Jesuthasan Antonythasan","United Kingdom, United States","June 5, 2021",2018,R,110,"Dramas, Independent Movies","In This Biopic, War Correspondent Marie Colvin Risks It All To Bring Back The Truth From The Frontlines, Despite The Toll It Takes On Her Own Life."
s756,Movie,Kitty Love: An Homage To Cats,Unknown,Nicolette Kluijver,Netherlands,"June 5, 2021",2021,Tv-G,61,"Children & Family Movies, Documentaries, International Movies","Famous Feline Abatutu Presents This Charming Celebration Of Cats, Showcasing Their Finest And Friskiest Moments With A Collection Of Home Videos."
s757,Movie,Small Chops,Robert Peters,"Chika Ike, Max Cavenham, Nkem Owoh, Nse Ikpe-Etim, Toyin Abraham, Eucharia Anunobi, Sophie Alakija, Hafis Ayetoro, Omotunde Adebowale David",Nigeria,"June 5, 2021",2020,Tv-Ma,98,"Dramas, International Movies, Romantic Movies","When A Business Mogul Hires An Exotic Dancer For A Weekend Of Entertainment, It Quickly Morphs Into A Messy Situation Full Of Misunderstanding."
s758,Movie,Breaking Boundaries: The Science Of Our Planet,Jonathan Clay,"David Attenborough, Johan Rockström",USA,"June 4, 2021",2021,Tv-Pg,74,Documentaries,David Attenborough And Scientist Johan Rockström Examine Earth'S Biodiversity Collapse And How This Crisis Can Still Be Averted.
s759,TV Show,Feel Good,Ally Pankiw,"Mae Martin, Charlotte Ritchie, Lisa Kudrow, Sophie Thompson, Tom Andrews, Tobi Bamtefa, Phil Burgers, Ophelia Lovibond, Adrian Lukis, Ritu Arya, Ramon Tikaram",UK,"June 4, 2021",2021,Tv-Ma,2,"Romantic Tv Shows, Tv Comedies, Tv Dramas","Stand-Up Comic Mae Martin Navigates A Passionate, Messy New Relationship With Her Girlfriend, George, While Dealing With The Challenges Of Sobriety."
s760,Movie,Fireplace 4K: Classic Crackling Fireplace From Fireplace For Your Home,George Ford,Unknown,Unknown,"June 4, 2021",2015,Tv-G,60,Movies,"The First Of Its Kind In Uhd 4K, With The Clearest Picture Available, A Real Fireplace Sparks And Crackles, Adding Warmth And Atmosphere To Any Home."
s761,Movie,Fireplace 4K: Crackling Birchwood From Fireplace For Your Home,George Ford,Unknown,Unknown,"June 4, 2021",2015,Tv-G,60,Movies,"For The First Time In 4K Ultra-Hd, Everyone'S Favorite Yuletide Fireplace Snaps And Crackles In Crystal Clear, High-Def Holiday Warmth."
s762,TV Show,Human: The World Within,Unknown,Unknown,Unknown,"June 4, 2021",2021,Tv-Pg,1,"Docuseries, Science & Nature Tv",Cutting-Edge Science And Captivating Personal Stories Collide In This Illuminating Docuseries About The Incredible Workings Of The Human Body.
s763,Movie,Sweet & Sour,Lee Kae-Byeok,"Jang Ki-Yong, Chae Soo-Bin, Jung Soo-Jung",South Korea,"June 4, 2021",2021,Tv-14,103,"Comedies, International Movies, Romantic Movies","Faced With Real-World Opportunities And Challenges, A Couple Endures The Highs And Lows Of Trying To Make A Long-Distance Relationship Survive."
s764,TV Show,Sweet Tooth,Unknown,"Nonso Anozie, Christian Convery, Adeel Akhtar, Stefania Lavie Owen, Dania Ramirez, Aliza Vellani, Will Forte, James Brolin, Neil Sandilands, Mia Artemis",USA,"June 4, 2021",2021,Tv-14,1,"Tv Action & Adventure, Tv Dramas, Tv Sci-Fi & Fantasy","On A Perilous Adventure Across A Post-Apocalyptic World, A Lovable Boy Who'S Half-Human And Half-Deer Searches For A New Beginning With A Gruff Protector."
s765,Movie,Trippin' With The Kandasamys,Jayan Moodley,"Jailoshini Naidoo, Maeshni Naicker, Madhushan Singh, Mishqah Parthiephal, Koobeshan Naidoo, Yugan Naidoo, Mariam Bassa, Uraysha Ramrachia",SA,"June 4, 2021",2021,Tv-14,94,"Comedies, International Movies, Romantic Movies","To Rekindle Their Marriages, Best Friends-Turned-In-Laws Shanthi And Jennifer Plan A Couples' Getaway. But It Comes With All Kinds Of Surprises."
s766,Movie,Xtreme,Daniel Benmayor,"Teo García, Óscar Jaenada, Óscar Casas, Andrea Duro, Sergio Peris-Mencheta, Alberto Jo Lee, Luis Zahera, Andrés Herrera, Nao Albet, César Bandera, Isa Montalbán",Spain,"June 4, 2021",2021,Tv-Ma,112,"Action & Adventure, International Movies","In This Fast-Paced And Action-Packed Thriller, A Retired Hitman — Along With His Sister And A Troubled Teen — Takes Revenge On His Lethal Stepbrother."
s767,Movie,Alan Saldaña: Locked Up,Alex Díaz,Alan Saldaña,Mexico,"June 3, 2021",2021,Tv-Ma,49,Stand-Up Comedy,"Mexican Comedian Alan Saldaña Is Back, Poking Gentle Fun At Himself And Parceling Advice, Especially About How To Stay Married And How To Be Parents."
s768,TV Show,Creator'S File: Gold,Unknown,"Ryuji Akiyama, Ryusei Yokohama, Yumi Adachi, Ai Tominaga, Mei Nagano, Aki Yashiro, Kyary Pamyu Pamyu, Akira Nakao, Shino Ikenami, Joe Odagiri",Japan,"June 3, 2021",2021,Tv-14,1,"International Tv Shows, Tv Comedies","Comedian Ryuji Akiyama Satirizes Top “Creators” In Japan With A Deadpan, Unerring Eye For Humor, With Help From Some Surprising Celebrity Guest Stars."
s769,Movie,Dancing Queens,Helena Bergström,"Molly Nutley, Fredrik Quiñones, Marie Göranzon, Mattias Nordkvist, Claes Malmberg, Christopher Wollter, Emil Almén, Razmus Nyström, André Christenson, Louie Indriana, Max Ulveson",Sweden,"June 3, 2021",2021,Tv-Ma,111,"Comedies, Dramas, International Movies","A Dancer Who Gets A Job Cleaning At A Struggling Drag Club Dreams Of Being In The Show, And Her Talent Catches An Ambitious Choreographer'S Eye."
s770,Movie,From Stress To Happiness,"Alejandro De Grazia, Juan Stadler",Unknown,Argentina,"June 3, 2021",2020,Tv-G,58,"Documentaries, International Movies","A Stressed-Out Documentary Filmmaker Goes On A Journey Of Discovery With A Pair Of Monks, One Of Whom Is Known As ""The Happiest Man In The World."""
s771,Movie,Myriam Fares: The Journey,Myriam Fares,Myriam Fares,United Arab Emirates,"June 3, 2021",2021,Tv-14,72,"Documentaries, International Movies, Music & Musicals","From Pregnancy To Album Preparations, Lebanese Singer And “Queen Of The Stage” Myriam Fares Documents Her Experiences With Her Family While In Lockdown."
s772,TV Show,Pretty Guardian Sailor Moon Eternal The Movie,Chiaki Kon,"Kotono Mitsuishi, Hisako Kanemoto, Rina Satou, Ami Koshimizu, Shizuka Ito, Misato Fukuen, Kenji Nojima, Junko Minagawa, Sayaka Ohara, Ai Maeda, Yukiyo Fujii, Ryo Hirohashi, Taishi Murata, Yoshitsugu Matsuoka, Shoko Nakagawa, Naomi Watanabe, Nanao",Unknown,"June 3, 2021",2021,Tv-14,1,Tv Shows,"When A Dark Power Enshrouds The Earth After A Total Solar Eclipse, The Scattered Sailor Guardians Must Reunite To Bring Light Back Into The World."
s773,TV Show,Summertime,Unknown,"Coco Rebecca Edogamhe, Ludovico Tersigni, Amanda Campana, Andrea Lattanzi, Giovanni Maini, Alicia Ann Edogamhe, Thony",Italy,"June 3, 2021",2021,Tv-Ma,2,"International Tv Shows, Romantic Tv Shows, Tv Dramas",Two Young Adults From Very Different Backgrounds Fall In Love During A Summer On Italy’S Adriatic Coast. Inspired By Federico Moccia'S Book Series.
s774,Movie,The Girl And The Gun,Rae Red,"Janine Gutierrez, Felix Roco, Jc Santos, Elijah Canlas, Sky Teotico, Archi Adamos, Allan Paule, Ruby Ruiz, Bie Ruaro, Jess Mendoza",Philippines,"June 3, 2021",2019,Tv-Ma,78,"Dramas, International Movies, Thrillers","Fed Up With Abuse By Those Around Her, A Department Store Saleswoman Finds A Weapon In An Alleyway And Decides To Settle Scores."
s775,Movie,2 Hearts,Lance Hool,"Jacob Elordi, Adan Canto, Radha Mitchell, Tiera Skovbye, Kari Matchett, Tahmoh Penikett",USA,"June 2, 2021",2020,Pg-13,101,"Dramas, Faith & Spirituality, Romantic Movies","In Parallel Love Stories, The Lives Of College Student Chris And Wealthy Businessman Jorge Intersect In A Profound Twist Of Fate. Based On A True Story."
s776,Movie,A Perfect Ending,Nicole Conn,"Barbara Niven, Jessica Clark, John Heard, Morgan Fairchild, Kerry Knuppe, Imelda Corcoran, Mary Jane Wells, Rebecca Staab, Michael Adam Hamilton, Bryan Jackson, Bryan Mordechai Jackson",USA,"June 2, 2021",2012,Tv-Ma,110,"Dramas, Independent Movies, Lgbtq Movies","After Confessing An Unusual Secret, A Repressed Wife – Prompted By Her Friends – Decides To Explore Her Sexuality With A High-Priced Call Girl."
s777,Movie,American Outlaws,Les Mayfield,"Colin Farrell, Scott Caan, Ali Larter, Gabriel Macht, Gregory Smith, Harris Yulin, Kathy Bates, Timothy Dalton, Ty O'Neal, Will Mccormack, Ronny Cox, Terry O'Quinn, Muse Watson, Joe Stevens, Barry Tubb",USA,"June 2, 2021",2001,Pg-13,94,Action & Adventure,"In The Wake Of The Civil War, Jesse James Leads A Feisty Group Of Ranchers In A Fight Against A Railroad Baron Bent On Seizing Their Land At Any Cost."
s778,Movie,And Then Came Lola,"Ellen Seidler, Megan Siler","Ashleigh Sumner, Jill Bennett, Cathy Debuono, Jessica Graham, Angelyna Martinez, Candy Tolentino, Linda Ignazi, Jenoa Harlow, Lisa Dewey, Kathy Domenici",USA,"June 2, 2021",2009,Tv-Ma,70,"Comedies, Independent Movies, Lgbtq Movies","In This Lesbian-Themed Nod To The Film Run Lola Run, A Photographer Races Against The Clock To Make It To An Important Meeting On Time."
s779,TV Show,Attack On Titan,Unknown,"Yuki Kaji, Yui Ishikawa, Marina Inoue, Kisho Taniyama, Yu Shimamura, Yu Kobayashi, Shiori Mikami, Hiro Shimono, Ryota Osaka, Yoshimasa Hosoya, Tomohisa Hashizume, Saki Fujita, Hiroshi Kamiya, Daisuke Ono, Romi Park, Keiji Fujiwara, Kazuhiro Yamaji, Yusaku Yara, Takehito Koyasu",Japan,"June 2, 2021",2013,Tv-Ma,1,"Anime Series, International Tv Shows","With His Hometown In Ruins, Young Eren Yeager Becomes Determined To Fight Back Against The Giant Titans That Threaten To Destroy The Human Race."
s780,Movie,Battlefield Earth,Roger Christian,"John Travolta, Barry Pepper, Forest Whitaker, Kim Coates, Sabine Karsenti, Richard Tyson, Kelly Preston, Michael Macrae, Shaun Austin-Olsen, Tim Post, Michael Byrne",USA,"June 2, 2021",2000,Pg-13,118,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy","In The Year 3000, An Alien Race Known As The Psychlos Devastate Planet Earth And Force The Surviving Human Population Into Slavery."
s781,TV Show,Ben & Holly'S Little Kingdom,Unknown,"Preston Nyman, Sian Taylor, Ian Puleston-Davies, Sara Crowe, Sarah Ann Kennedy, Judy Flynn, John Sparkes, David Graham",UK,"June 2, 2021",2019,Tv-Y,2,Kids' Tv,"In The Magical Little Kingdom, Friends Ben Elf And Fairy Princess Holly Have Fun Adventures As They Learn About Teamwork, Sharing And Problem-Solving."
s782,Movie,Black Holes | The Edge Of All We Know,Peter Galison,Unknown,Unknown,"June 2, 2021",2021,Tv-14,99,Documentaries,Follow Scientists On Their Quest To Understand And Capture The First Image Of A Black Hole While Exploring The Limits Of Our Knowledge Of The Universe.
s783,Movie,Bliss,Lance Young,"Craig Sheffer, Sheryl Lee, Terence Stamp, Casey Siemaszko, Spalding Gray, Lois Chiles, Blu Mankuma, Ken Camroux-Taylor, Eli Gabay, Molly Parker","Canada, United States","June 2, 2021",1997,R,103,"Dramas, Romantic Movies","Two Young Newlyweds Seek Out The Help Of Unlicensed Sex Therapist Baltazar, Who Initiates The Couple Into The Mysteries Of Tantric Sex."
s784,Movie,Carnaval,Leandro Neri,"Giovana Cordeiro, Gkay, Bruna Inocencio, Samya Pascotto, Flavia Pavanelli, Micael Borges, Jean Pedro, Rafael Medrado, Nikolas Antunes, Stella Miranda",Brazil,"June 2, 2021",2021,Tv-Ma,95,"Comedies, International Movies, Music & Musicals","After A Breakup, An Influencer Takes Her Friends On A Free Trip To Bahia'S Vibrant Carnival, Where She Learns Life'S Not Just About Social Media Likes."
s785,Movie,Cloudburst,Thom Fitzgerald,"Olympia Dukakis, Ryan Doucette, Brenda Fricker, Kristin Booth, Michael Mcphee, John Dunsworth, Jeremy Akerman, Mary-Colin Chisholm, Kevin Kincaid","United States, Canada","June 2, 2021",2011,Tv-Ma,93,"Comedies, Dramas, Independent Movies","A Lesbian Couple Escapes From Their Nursing Home And Heads To Canada To Get Married. Along The Way, They Pick Up A Young Male Hitchhiker."
s786,TV Show,Cocomelon,Unknown,Unknown,USA,"June 2, 2021",2021,Tv-Y,3,Kids' Tv,"Learn Letters, Numbers, Animal Sounds And More With J.J. In This Edutaining Series That Brings Fun Times With Nursery Rhymes For The Whole Family!"
